example_id,conversation_id,customer_message,conversation_context,intent,expected_escalation,escalation_reason,difficulty,annotator_notes,human_reviewed,review_action,preliminary_intent,preliminary_escalation,preliminary_difficulty
125,1473748,@AmazonHelp Yes. All are on same wi-fi network. Both echo &amp; &amp; dot w/ same errors. Even did un-pair and re-pair of Echo w. fire tv. Still not working.,"[1473748] AMAZONHELP: @432116 Have you checked your Wi-Fi or bluetooth connection with either your FireTV or Echo? ^LS
[1473749] CUSTOMER: @AmazonHelp Yes. All are on same wi-fi network. Both echo &amp; &amp; dot w/ same errors. Even did un-pair and re-pair of Echo w. fire tv. Still not working.
[1473750] CUSTOMER: @AmazonHelp I get messages like ""I don't know how to complete that request."" and ""Please check under the skill section of the Alexa app."" Worked 11/1
[1473751] AMAZONHELP: @432116 We'd like to look into this with you and assist directly, please reach us via ""Help &amp; Feedback"" in your Alexa app. ^HS
[1473752] AMAZONHELP: @432116 Oh no! Are you receiving an error message? ^AG",device_hardware_support,False,Public hardware reset and troubleshooting steps available,Easy,Confirmed AI pre-label: Standard Echo/Fire TV/Kindle hardware setup query,True,confirmed,device_hardware_support,False,Easy
126,947293,@AmazonHelp A Samsung TV. The whole app crashes. Screen black. No message,"[947293] AMAZONHELP: @344646 Hello Martin, sorry the video is cutting and then crashing. What type of device are you attempting to view your content on? Is there an error message that pops up after it crashes? ^TE
[947294] CUSTOMER: @AmazonHelp A Samsung TV. The whole app crashes. Screen black. No message
[947296] AMAZONHELP: @344646 That is strange. Please review the following resource to see if this troubleshooting step helps: https://t.co/UsJf7vemUu. Keep us posted! ^SD",digital_streaming_services,False,Streaming app on a Samsung TV is crashing with a black screen; public app troubleshooting is appropriate and no private account lookup is requested.,Easy,"AI incorrectly marked this as unclear_other. The context clearly identifies a streaming app playback/crash issue on a Samsung TV, which fits digital_streaming_services.",True,corrected,unclear_other,True,Easy
127,2226386,"@AmazonHelp Thanks for your reply. Do you know why I so often see them paired w/ the Echo Dot in Daily Deals? (Is it “just a promotional pkg” thing?) Also, do you have any info abt my TV question (tweet 2/2)? Thx 💐","[2226386] AMAZONHELP: @400019 Yes the Echo Dot and Fire TV Pairing in deals is just a promotion, you don't need to have both for either to work. Unfortunately I wouldn't have enoigh information on Brands to make a recommendation on one TV brand over another for Closed Captions. ^MI
[2226387] CUSTOMER: @AmazonHelp Thanks for your reply. Do you know why I so often see them paired w/ the Echo Dot in Daily Deals? (Is it “just a promotional pkg” thing?) Also, do you have any info abt my TV question (tweet 2/2)? Thx 💐
[2226388] AMAZONHELP: @400019 Hello Ann Marie! You can take a look at a selection of Fire TV Sticks here:https://t.co/nEa9nmvWwB ^CN",unclear_other,False,Customer is asking about promotional bundling of Echo Dot with Fire TV and a separate TV recommendation question; neither requires private account/order lookup.,Medium,: AI incorrectly classified this as device hardware support. There is no hardware malfunction or troubleshooting issue; these are general product/promotion questions.,True,corrected,device_hardware_support,False,Easy
128,2366353,@AmazonHelp @558535 But you still cannot control the Fire TV from Alexa in the UK. Or have Voice profiles… Both features rolled out in the US already. Any real reasons?,"[2366353] AMAZONHELP: @558535 Sorry for the difficulties! Check out how to use multiple Alexa devices cohesively here: https://t.co/v6vDLmr9iJ
[2366354] CUSTOMER: @AmazonHelp @558535 But you still cannot control the Fire TV from Alexa in the UK. Or have Voice profiles… Both features rolled out in the US already. Any real reasons?",unclear_other,False,"Customer is asking why certain Alexa/Fire TV features are unavailable in the UK; this is a general feature availability question, not an account-specific issue.",Easy,"AI correctly identified unclear_other, but incorrectly escalated it. There is no order, account, payment, or troubleshooting issue.",True,corrected,unclear_other,True,Easy
129,1471722,@AmazonHelp Not sure I follow. So only after I setup my echo with the app would these skills appear? Is the app skills page region-specific upon setup?,"[1471722] AMAZONHELP: @120774 Do keep us posted for further assistance (2/2) ^BA
[1471723] CUSTOMER: @AmazonHelp Not sure I follow. So only after I setup my echo with the app would these skills appear? Is the app skills page region-specific upon setup?
[1471725] AMAZONHELP: @120774 Yes, the skills of Alexa would appear after the device setup. The app is also region-specific. ^SQ",device_hardware_support,False,Public hardware reset and troubleshooting steps available,Easy,Confirmed AI pre-label: Standard Echo/Fire TV/Kindle hardware setup query,True,confirmed,device_hardware_support,False,Easy
130,318846,"@AmazonHelp HI that didn't work, my screen almost looks like it's been smashed?","[318846] AMAZONHELP: @192067 Hi Natalie, please  try and keep the power button pressed for 40 seconds to reset. Let us know if it helped. ^AT
[318847] CUSTOMER: @AmazonHelp HI that didn't work, my screen almost looks like it's been smashed?
[318849] AMAZONHELP: @192067 Sorry it didn't work. Please contact us here:  https://t.co/JzP7hlA23B ^AT",device_hardware_support,True,Device screen appears physically damaged after reset troubleshooting failed; further inspection or replacement requires private support/order investigation.,Easy,"AI incorrectly marked this as unclear_other. The customer is describing a damaged/smashed device screen, which fits device hardware support.",True,corrected,unclear_other,True,Easy
131,93697,@AmazonHelp Nothing to do with getting it gift wrapped. Just for it to be delivered in the condition it left your warehouse and not have stickers that won’t peel off without ripping the surface would be nice. It hardly arrived in the ‘Prime’ condition I usually expect of you.,"[93697] AMAZONHELP: @136311 Hi Phil, some items are sent without Amazon packaging and there should be an option to mark it as a gift if you prefer it dispatches in an Amazon box: https://t.co/I2Ds9Doxfg Apologies for any disappointment. ^HS
[93698] CUSTOMER: @AmazonHelp Nothing to do with getting it gift wrapped. Just for it to be delivered in the condition it left your warehouse and not have stickers that won’t peel off without ripping the surface would be nice. It hardly arrived in the ‘Prime’ condition I usually expect of you.",item_condition_issue,False,Customer is complaining that the product arrived damaged/marked by stickers and is providing a product-condition/packaging complaint; no order-specific investigation is requested.,Medium,AI incorrectly classified this as a delivery-delay issue. There is no delivery delay or missing package; the issue is the condition of the product upon arrival.,True,corrected,delivery_shipping_delay,True,Medium
132,1278048,@AmazonHelp You can see here it says IN STOCK.  So why is it 6 days to ship when it says PRIME.  Primebis still 2 days shipping right?,"[1278048] AMAZONHELP: @419094 Hi, you can click here to help better understand Shipping &amp; Delivery Dates: https://t.co/XDIbjTqMXj. I hope this helps. ^SY
[1278049] CUSTOMER: @AmazonHelp You can see here it says IN STOCK.  So why is it 6 days to ship when it says PRIME.  Primebis still 2 days shipping right?
[1278050] CUSTOMER: @AmazonHelp https://t.co/1bsZyFyaL0
[1278051] CUSTOMER: @AmazonHelp Sorry, doesn't resolve the fact that it is advertised as 2 day, but no indication of being out of stock. Don't say 2 days if it not 2 days!
[1278053] AMAZONHELP: @419094 We want to take a closer look at this. Please reach out to us here and we'll dig deeper: https://t.co/hApLpMlfHN ^MJ
[1278054] CUSTOMER: @AmazonHelp Thank you for your understanding on this issue. I have reached out.",unclear_other,False,Customer is questioning the advertised Prime shipping timeframe for an in-stock item; this is a general shipping-policy/estimate complaint rather than an order-specific delay.,Medium,AI incorrectly classified a general Prime delivery-time/policy complaint as a delivery-delay case. No specific late order is being investigated.,True,corrected,delivery_shipping_delay,True,Easy
133,2895873,I didn't signup for #amazonprime but they sent me a note saying that I had a free trial that I didn't request and they were going to charge me $99.  #WTF @115821,"[2895873] AMAZONHELP: @666433 If you would like to make sure your trial doesn't continue to a paid membership, you can cancel here: https://t.co/16lI7yzBCk ^DD
[2895874] CUSTOMER: I didn't signup for #amazonprime but they sent me a note saying that I had a free trial that I didn't request and they were going to charge me $99.  #WTF @115821
[2895875] AMAZONHELP: @666433 So sorry for the issue, Trish! We'd love to help look into the issue with you and see what happened. If you can please reach out to us here:  https://t.co/hApLpMlfHN ^GS",prime_membership_billing,True,Customer reports an unauthorized Prime trial and impending $99 charge; account/billing investigation is required to verify enrollment and prevent or reverse the charge.,Easy,"AI correctly identified the Prime billing issue, but escalation should be True because the customer says they did not authorize the trial and a specific charge is pending.",True,corrected,prime_membership_billing,False,Easy
134,1842273,Thank you @115850 for ruining my #Diwali. Failed to understand the benefit of being a Prime member. Seems like surprise gift z not allowed https://t.co/YEP0SSBicA,"[1842273] AMAZONHELP: @552084 here: https://t.co/00q4Sqj9zL and we'll check this issue. (2/2) ^KA
[1842274] CUSTOMER: Thank you @115850 for ruining my #Diwali. Failed to understand the benefit of being a Prime member. Seems like surprise gift z not allowed https://t.co/YEP0SSBicA
[1842275] AMAZONHELP: @552084 Sorry to know about the delay with the delivery estimates. This usually doesn't happen. Please connect with us (1/2) ^KA",prime_membership_billing,True,Customer is complaining about a Prime-related benefit and a delayed delivery of a surprise gift; the specific order and Prime eligibility require private investigation.,Easy,"AI focused on the delivery delay, but the customer's main complaint is about the expected benefit of Prime and whether the gift is eligible; this is more appropriately a Prime membership issue.",True,corrected,delivery_shipping_delay,True,Easy
135,105236,@AmazonHelp Sorted cancelled account and prime membership EVENTUALLY after 3 calls and 1hr 15mins,"[105236] AMAZONHELP: @139240 I am very sorry for the frustration you have experienced! Seems you have been trying to log into your account and have not been able to. Try this and let us know  https://t.co/zYVX1Qi29G ^DJ
[105237] CUSTOMER: @AmazonHelp Sorted cancelled account and prime membership EVENTUALLY after 3 calls and 1hr 15mins",account_access_security,True,Customer was unable to access the account and ultimately required multiple calls to cancel the account and Prime membership; account-level intervention was required.,Medium,"AI incorrectly classified this as order cancellation. The conversation is about cancelling the customer's account and Prime membership after an account-access problem, not cancelling a specific order.",True,corrected,order_modification_cancellation,True,Medium
